salary,monthly_savings,goal_years,risk_level,dependents,investment_experience,emergency_fund_months,debt_to_income,current_equity_value,current_debt_value,sip_amount,sip_active,num_stocks,num_mutual_funds,portfolio_total,equity_pct,sip_ratio,diversification_score,action
55709,23103,1,medium,0,expert,4,0.28,208664,195251,21446,True,8,1,403915,51.66,0.385,9,SELL
93229,13543,8,low,4,intermediate,7,0.13,381551,30885,0,False,0,5,412436,92.51,0.0,5,REBALANCE
66996,6134,13,high,3,expert,12,0.15,130921,298377,0,False,14,12,429298,30.5,0.0,26,SWITCH_TO_EQUITY
82637,43510,1,medium,2,intermediate,4,0.13,112547,235538,0,False,4,6,348085,32.33,0.0,10,SELL
65283,29841,8,high,5,expert,11,0.18,227430,61256,8909,True,0,12,288686,78.78,0.1365,12,INCREASE_SIP
49756,2703,6,low,3,beginner,6,0.56,135450,213262,2114,True,6,14,348712,38.84,0.0425,20,STOP_SIP
21961,13188,10,low,5,intermediate,2,0.09,261096,168310,18012,True,10,6,429406,60.8,0.8202,16,EMERGENCY_FUND_BUILD
23491,47969,8,low,3,beginner,8,0.37,212418,272050,0,False,2,15,484468,43.85,0.0,17,START_SIP
74144,8173,6,high,3,intermediate,11,0.24,98603,451883,20413,True,1,2,550486,17.91,0.2753,3,CONTINUE_SIP
90959,46269,13,high,5,intermediate,10,0.45,249779,37763,19054,True,4,6,287542,86.87,0.2095,10,REBALANCE
56631,18803,10,low,3,intermediate,9,0.35,146924,25547,0,False,15,2,172471,85.19,0.0,17,REBALANCE
89468,26177,1,low,0,intermediate,7,0.15,299209,220189,21104,True,11,3,519398,57.61,0.2359,14,SELL
32941,2260,2,medium,0,expert,7,0.55,95571,182088,23478,True,11,15,277659,34.42,0.7127,26,STOP_SIP
81365,4986,10,high,4,intermediate,5,0.38,211795,460615,0,False,6,8,672410,31.5,0.0,14,SWITCH_TO_EQUITY
22035,26231,15,medium,4,beginner,6,0.49,281286,278212,21992,True,14,6,559498,50.27,0.998,20,REDUCE_SIP
55529,46933,13,high,0,beginner,2,0.25,40127,158832,21358,True,13,15,198959,20.17,0.3846,28,INCREASE_SIP
21538,39653,2,high,2,intermediate,8,0.05,491485,305127,0,False,8,14,796612,61.7,0.0,22,HOLD
45235,38273,3,low,3,intermediate,9,0.56,373596,184495,0,False,15,1,558091,66.94,0.0,16,SWITCH_TO_DEBT
30785,47433,14,high,1,beginner,0,0.33,284367,201881,23866,True,20,5,486248,58.48,0.7752,25,EMERGENCY_FUND_BUILD
25279,20180,15,medium,0,beginner,2,0.35,118266,171433,12536,True,5,13,289699,40.82,0.4959,18,EMERGENCY_FUND_BUILD
59661,12550,12,high,5,expert,1,0.46,388873,241487,0,False,18,12,630360,61.69,0.0,30,EMERGENCY_FUND_BUILD
91255,45179,3,high,5,beginner,6,0.05,27846,251093,10890,True,6,0,278939,9.98,0.1193,6,BUY
36932,39208,2,low,2,intermediate,4,0.59,68456,1799,13428,True,19,15,70255,97.44,0.3636,34,REBALANCE
53513,44800,11,low,0,intermediate,1,0.01,49341,2668,0,False,18,9,52009,94.87,0.0,27,REBALANCE
40666,12322,2,low,3,beginner,8,0.54,478640,197131,344,True,7,7,675771,70.83,0.0085,14,SWITCH_TO_DEBT
21120,4628,7,high,1,intermediate,9,0.39,377557,105344,13949,True,2,0,482901,78.19,0.6605,2,DIVERSIFY_PORTFOLIO
81086,14412,1,high,4,expert,12,0.4,50807,453773,20981,True,1,11,504580,10.07,0.2587,12,SELL
64910,30192,4,high,1,intermediate,8,0.21,382947,58458,9990,True,18,12,441405,86.76,0.1539,30,REBALANCE
99025,2556,2,low,0,intermediate,12,0.24,440665,176075,17696,True,4,6,616740,71.45,0.1787,10,STOP_SIP
44951,9445,10,low,0,intermediate,11,0.29,60486,217818,12769,True,4,2,278304,21.73,0.2841,6,CONTINUE_SIP
58398,7635,13,medium,2,expert,5,0.21,433309,208657,8366,True,4,7,641966,67.5,0.1433,11,CONTINUE_SIP
82778,13592,12,low,5,expert,9,0.11,188509,186693,18080,True,11,0,375202,50.24,0.2184,11,CONTINUE_SIP
53744,9837,2,low,3,intermediate,12,0.56,316269,210320,0,False,0,5,526589,60.06,0.0,5,SWITCH_TO_DEBT
69002,2229,1,high,2,expert,6,0.18,246819,13857,19201,True,9,10,260676,94.68,0.2783,19,STOP_SIP
89123,18486,8,high,3,intermediate,11,0.47,139899,421363,10687,True,12,4,561262,24.93,0.1199,16,INCREASE_SIP
68217,25736,1,low,1,expert,7,0.46,288693,129448,10645,True,5,6,418141,69.04,0.156,11,SELL
86151,11996,8,medium,2,beginner,2,0.12,4266,221903,5198,True,9,4,226169,1.89,0.0603,13,EMERGENCY_FUND_BUILD
97694,44161,2,high,2,expert,10,0.09,244134,19645,0,False,16,1,263779,92.55,0.0,17,REBALANCE
60992,38320,9,low,4,intermediate,11,0.45,355029,19329,0,False,19,6,374358,94.84,0.0,25,REBALANCE
64331,43040,1,low,5,expert,5,0.07,265327,377787,0,False,8,3,643114,41.26,0.0,11,SELL
31785,7659,8,medium,3,expert,7,0.3,8724,77001,0,False,18,14,85725,10.18,0.0,32,HOLD
23236,32695,11,low,3,intermediate,7,0.41,402586,90087,0,False,7,10,492673,81.71,0.0,17,REBALANCE
28906,9771,11,high,0,expert,4,0.33,20188,254821,0,False,20,13,275009,7.34,0.0,33,BUY
52355,2290,4,low,0,intermediate,12,0.04,123565,451747,11050,True,11,12,575312,21.48,0.2111,23,STOP_SIP
97065,12042,14,high,3,beginner,11,0.55,179841,277194,0,False,7,8,457035,39.35,0.0,15,START_SIP
92799,2258,12,medium,3,intermediate,5,0.18,116213,435579,8619,True,16,8,551792,21.06,0.0929,24,STOP_SIP
99151,47382,4,low,3,expert,11,0.12,275277,123407,6655,True,19,1,398684,69.05,0.0671,20,SWITCH_TO_DEBT
36491,29875,3,low,2,intermediate,4,0.05,25426,253770,0,False,13,13,279196,9.11,0.0,26,HOLD
74748,34771,5,medium,5,intermediate,4,0.55,128084,241353,17765,True,9,1,369437,34.67,0.2377,10,REDUCE_SIP
50609,26104,14,low,5,expert,4,0.13,23078,133698,8515,True,0,5,156776,14.72,0.1683,5,INCREASE_SIP
26530,27274,6,medium,2,intermediate,4,0.52,206480,429590,17229,True,16,0,636070,32.46,0.6494,16,REDUCE_SIP
44914,22587,7,low,4,expert,4,0.46,41848,164710,0,False,1,15,206558,20.26,0.0,16,START_SIP
97332,8564,8,low,1,expert,4,0.6,217451,232974,0,False,0,0,450425,48.28,0.0,0,DIVERSIFY_PORTFOLIO
89280,46594,5,high,4,intermediate,7,0.17,185056,452953,0,False,3,10,638009,29.01,0.0,13,BUY
66843,30767,5,low,0,expert,9,0.35,432067,282086,0,False,4,10,714153,60.5,0.0,14,SWITCH_TO_DEBT
67403,21378,2,medium,4,intermediate,11,0.14,94371,59126,0,False,0,2,153497,61.48,0.0,2,DIVERSIFY_PORTFOLIO
48884,47841,10,low,1,expert,5,0.41,137994,195586,8028,True,17,10,333580,41.37,0.1642,27,REDUCE_SIP
83972,24900,5,low,4,expert,10,0.56,162240,170889,4757,True,12,8,333129,48.7,0.0566,20,CONTINUE_SIP
42763,16280,9,low,5,beginner,11,0.23,126957,443217,10359,True,9,8,570174,22.27,0.2422,17,INCREASE_SIP
71184,48225,2,low,5,beginner,10,0.06,487190,385610,0,False,18,8,872800,55.82,0.0,26,SWITCH_TO_DEBT
39995,18185,7,low,0,intermediate,3,0.28,496262,378075,9975,True,3,7,874337,56.76,0.2494,10,INCREASE_SIP
28977,47216,5,high,0,expert,10,0.3,247574,63245,0,False,7,11,310819,79.65,0.0,18,HOLD
66336,36484,9,medium,4,intermediate,9,0.3,149294,453028,20230,True,15,4,602322,24.79,0.305,19,REDUCE_SIP
41292,45324,6,high,2,intermediate,6,0.52,73785,380203,16338,True,20,6,453988,16.25,0.3957,26,REDUCE_SIP
55847,7588,14,medium,2,intermediate,9,0.26,5937,225032,9740,True,3,4,230969,2.57,0.1744,7,CONTINUE_SIP
75041,7136,8,high,3,expert,8,0.45,239263,457693,0,False,1,2,696956,34.33,0.0,3,SWITCH_TO_EQUITY
50105,33311,9,high,4,intermediate,8,0.43,665,486249,0,False,3,13,486914,0.14,0.0,16,START_SIP
72813,24025,13,medium,2,expert,11,0.4,371517,68054,23534,True,6,9,439571,84.52,0.3232,15,REBALANCE
65724,2494,1,medium,5,intermediate,12,0.51,110219,178192,12746,True,0,0,288411,38.22,0.1939,0,STOP_SIP
54600,8643,11,high,4,intermediate,11,0.38,145211,401370,0,False,2,4,546581,26.57,0.0,6,BUY
28848,39063,15,medium,4,expert,11,0.23,462767,42533,2699,True,3,10,505300,91.58,0.0936,13,REBALANCE
58736,11550,15,low,3,beginner,12,0.13,238078,244558,11756,True,7,2,482636,49.33,0.2001,9,CONTINUE_SIP
39329,30454,9,medium,5,intermediate,11,0.08,75867,91578,16482,True,10,0,167445,45.31,0.4191,10,REDUCE_SIP
94329,4842,14,high,4,expert,9,0.22,126758,260899,0,False,14,6,387657,32.7,0.0,20,SWITCH_TO_EQUITY
34924,23398,10,low,0,beginner,3,0.09,100123,130487,5984,True,1,6,230610,43.42,0.1713,7,INCREASE_SIP
35422,21541,2,medium,3,beginner,11,0.54,95218,464832,0,False,0,0,560050,17.0,0.0,0,DIVERSIFY_PORTFOLIO
35588,47125,2,high,2,beginner,10,0.5,25669,405843,0,False,5,10,431512,5.95,0.0,15,BUY
70907,15207,3,high,2,intermediate,5,0.28,15457,42178,3544,True,6,9,57635,26.82,0.05,15,BUY
94971,3969,11,low,2,beginner,3,0.34,141055,364856,0,False,0,0,505911,27.88,0.0,0,DIVERSIFY_PORTFOLIO
29982,36833,1,low,2,expert,7,0.05,191867,73596,0,False,15,2,265463,72.28,0.0,17,SELL
91196,9637,7,medium,3,intermediate,2,0.58,489006,72486,0,False,7,8,561492,87.09,0.0,15,EMERGENCY_FUND_BUILD
95992,39236,5,high,5,intermediate,0,0.35,422707,61921,0,False,17,3,484628,87.22,0.0,20,EMERGENCY_FUND_BUILD
46521,3208,5,low,1,intermediate,5,0.06,287727,197882,8696,True,18,4,485609,59.25,0.1869,22,SWITCH_TO_DEBT
89449,28321,5,medium,5,expert,9,0.48,103418,103619,0,False,20,0,207037,49.95,0.0,20,HOLD
23088,47777,6,medium,5,intermediate,1,0.55,189267,84344,0,False,10,0,273611,69.17,0.0,10,EMERGENCY_FUND_BUILD
27899,5677,7,medium,0,beginner,10,0.22,205714,359060,20119,True,8,15,564774,36.42,0.7211,23,CONTINUE_SIP
98542,2805,9,low,4,intermediate,5,0.34,8174,257208,23618,True,2,11,265382,3.08,0.2397,13,STOP_SIP
79860,35124,12,low,5,intermediate,10,0.56,467142,473353,0,False,20,8,940495,49.67,0.0,28,START_SIP
21753,22211,10,low,1,beginner,7,0.49,15244,197406,8393,True,7,4,212650,7.17,0.3858,11,REDUCE_SIP
31205,48475,1,low,3,intermediate,5,0.17,417822,20676,0,False,16,9,438498,95.28,0.0,25,SELL
98636,21963,1,high,2,expert,9,0.25,121186,2439,3859,True,3,1,123625,98.03,0.0391,4,SELL
54521,36961,2,high,2,expert,12,0.2,278913,390705,0,False,16,2,669618,41.65,0.0,18,HOLD
67801,6436,12,medium,1,intermediate,11,0.41,58944,284269,8700,True,1,13,343213,17.17,0.1283,14,CONTINUE_SIP
27894,12704,14,medium,1,beginner,4,0.29,76565,155459,14793,True,10,12,232024,33.0,0.5303,22,CONTINUE_SIP
30886,16338,10,low,5,expert,8,0.38,101252,415019,11994,True,11,13,516271,19.61,0.3883,24,REDUCE_SIP
26441,10327,1,medium,3,beginner,12,0.17,202065,278577,0,False,17,11,480642,42.04,0.0,28,SELL
35729,47202,1,low,0,intermediate,12,0.26,46136,337658,0,False,2,5,383794,12.02,0.0,7,SELL
81607,21481,14,low,0,expert,2,0.14,439615,421350,0,False,9,12,860965,51.06,0.0,21,START_SIP
24334,2207,1,medium,3,intermediate,10,0.26,368918,339661,23602,True,17,1,708579,52.06,0.9699,18,STOP_SIP
44283,11072,10,low,0,intermediate,11,0.09,301562,410980,0,False,19,3,712542,42.32,0.0,22,START_SIP
94329,4842,14,high,4,expert,9,0.22,126758,260899,0,False,14,6,387657,32.7,0.0,20,SWITCH_TO_EQUITY
85780,43284,3,low,4,intermediate,5,0.2,226489,97541,0,False,3,6,324030,69.9,0.0,9,SWITCH_TO_DEBT
82758,21319,11,low,4,intermediate,11,0.01,495155,382488,2654,True,12,4,877643,56.42,0.0321,16,INCREASE_SIP
66511,24254,4,low,2,intermediate,1,0.4,64685,241898,9482,True,8,10,306583,21.1,0.1426,18,EMERGENCY_FUND_BUILD
84486,7403,9,low,2,intermediate,10,0.19,286211,316766,20871,True,14,14,602977,47.47,0.247,28,CONTINUE_SIP
47260,35844,13,high,0,intermediate,7,0.54,284610,339997,9660,True,8,4,624607,45.57,0.2044,12,REDUCE_SIP
78255,8511,10,high,4,intermediate,12,0.13,174969,301603,0,False,15,2,476572,36.71,0.0,17,SWITCH_TO_EQUITY
60002,33593,5,high,3,expert,11,0.3,418748,36779,0,False,20,12,455527,91.93,0.0,32,REBALANCE
37043,2744,10,high,0,beginner,1,0.04,193679,295932,0,False,19,3,489611,39.56,0.0,22,SWITCH_TO_EQUITY
98714,11368,11,medium,1,expert,12,0.09,342635,250486,3215,True,13,1,593121,57.77,0.0326,14,CONTINUE_SIP
90655,2741,7,medium,1,beginner,10,0.47,91962,461704,1106,True,18,12,553666,16.61,0.0122,30,STOP_SIP
56929,28998,13,low,4,intermediate,6,0.13,465997,99589,0,False,5,7,565586,82.39,0.0,12,REBALANCE
33493,42320,11,high,0,beginner,7,0.54,292065,34880,13070,True,16,4,326945,89.33,0.3902,20,REBALANCE
92373,9591,8,high,5,beginner,11,0.13,44935,142544,0,False,12,0,187479,23.97,0.0,12,BUY
82239,18205,6,high,0,beginner,11,0.37,238373,379514,24722,True,9,6,617887,38.58,0.3006,15,INCREASE_SIP
38040,2598,1,medium,1,beginner,8,0.5,33276,443959,544,True,9,15,477235,6.97,0.0143,24,STOP_SIP
36984,16199,10,low,5,intermediate,8,0.51,287408,11494,0,False,20,5,298902,96.15,0.0,25,REBALANCE
60285,4416,11,high,5,beginner,9,0.47,287921,79079,0,False,16,14,367000,78.45,0.0,30,HOLD
52799,25519,2,low,0,expert,3,0.31,238710,460912,0,False,18,1,699622,34.12,0.0,19,HOLD
91778,28082,2,medium,5,beginner,11,0.33,95896,335558,0,False,0,1,431454,22.23,0.0,1,DIVERSIFY_PORTFOLIO
81915,42676,1,medium,2,beginner,6,0.47,275981,236408,0,False,9,6,512389,53.86,0.0,15,SELL
66996,6134,13,high,3,expert,12,0.15,130921,298377,0,False,14,12,429298,30.5,0.0,26,SWITCH_TO_EQUITY
67403,21378,2,medium,4,intermediate,11,0.14,94371,59126,0,False,0,2,153497,61.48,0.0,2,DIVERSIFY_PORTFOLIO
65004,2997,6,low,0,expert,6,0.39,404257,89904,1025,True,4,14,494161,81.81,0.0158,18,STOP_SIP
69451,17015,15,low,5,expert,9,0.38,47676,306110,14975,True,0,9,353786,13.48,0.2156,9,INCREASE_SIP
25105,22045,7,medium,3,beginner,9,0.54,178155,282059,14887,True,3,15,460214,38.71,0.593,18,REDUCE_SIP
26421,31286,1,high,4,intermediate,5,0.03,136753,63059,0,False,17,15,199812,68.44,0.0,32,SELL
33861,32697,6,medium,1,expert,5,0.27,72895,433837,13758,True,2,15,506732,14.39,0.4063,17,INCREASE_SIP
48223,14779,7,medium,1,intermediate,9,0.46,194115,7214,0,False,13,10,201329,96.42,0.0,23,REBALANCE
89847,2944,9,low,4,beginner,5,0.09,68884,433710,16100,True,6,9,502594,13.71,0.1792,15,STOP_SIP
37996,27940,10,medium,0,intermediate,7,0.28,105298,498538,18010,True,6,10,603836,17.44,0.474,16,INCREASE_SIP
37027,34818,7,high,5,beginner,11,0.2,304871,379330,3461,True,6,9,684201,44.56,0.0935,15,INCREASE_SIP
22093,20757,7,low,0,expert,2,0.08,246956,367303,12485,True,17,7,614259,40.2,0.5651,24,INCREASE_SIP
37685,2970,5,low,3,expert,8,0.08,18908,133550,4198,True,7,3,152458,12.4,0.1114,10,STOP_SIP
62520,18099,1,medium,1,expert,7,0.33,130828,443415,0,False,19,7,574243,22.78,0.0,26,SELL
74698,25880,12,low,1,beginner,6,0.37,495668,407804,24238,True,4,13,903472,54.86,0.3245,17,INCREASE_SIP
91778,28082,2,medium,5,beginner,11,0.33,95896,335558,0,False,0,1,431454,22.23,0.0,1,DIVERSIFY_PORTFOLIO
46234,32478,12,high,1,intermediate,3,0.22,54707,366929,13204,True,10,6,421636,12.97,0.2856,16,INCREASE_SIP
81247,21267,3,medium,0,beginner,6,0.59,387050,382026,7425,True,13,7,769076,50.33,0.0914,20,HOLD
48190,17801,1,medium,1,beginner,3,0.38,449452,290500,22943,True,6,10,739952,60.74,0.4761,16,SELL
52886,17188,1,low,1,expert,6,0.1,428735,308527,0,False,3,6,737262,58.15,0.0,9,SELL
55608,8140,7,high,3,intermediate,4,0.45,196764,414457,22340,True,10,14,611221,32.19,0.4017,24,REDUCE_SIP
67708,2260,3,low,3,beginner,8,0.54,239314,170171,4404,True,14,12,409485,58.44,0.065,26,STOP_SIP
65798,21133,4,high,5,intermediate,9,0.39,120973,333431,0,False,2,9,454404,26.62,0.0,11,BUY
80156,8499,7,low,3,expert,4,0.4,350062,245171,0,False,2,0,595233,58.81,0.0,2,DIVERSIFY_PORTFOLIO
20434,23451,1,low,5,beginner,12,0.03,303620,369685,0,False,4,7,673305,45.09,0.0,11,SELL
35305,20650,1,high,1,intermediate,12,0.35,73776,246152,6000,True,4,15,319928,23.06,0.1699,19,SELL
58699,43435,2,high,5,intermediate,9,0.36,472059,228238,0,False,18,13,700297,67.41,0.0,31,HOLD
28998,2143,15,high,0,beginner,3,0.52,52130,197048,0,False,15,10,249178,20.92,0.0,25,BUY
91540,23719,13,high,5,intermediate,7,0.04,361047,88774,20633,True,8,9,449821,80.26,0.2254,17,REBALANCE
86471,7136,12,high,0,intermediate,3,0.0,2915,171809,0,False,1,1,174724,1.67,0.0,2,BUY
63284,2551,1,low,0,beginner,6,0.54,407090,43048,1293,True,7,0,450138,90.44,0.0204,7,STOP_SIP
78616,26937,5,low,0,expert,2,0.53,223665,499407,2889,True,9,12,723072,30.93,0.0367,21,EMERGENCY_FUND_BUILD
46836,2096,8,medium,3,beginner,11,0.06,369992,407724,5333,True,5,12,777716,47.57,0.1139,17,STOP_SIP
59341,6950,7,medium,0,intermediate,3,0.18,475121,241300,4801,True,19,8,716421,66.32,0.0809,27,CONTINUE_SIP
85785,16660,4,low,0,intermediate,9,0.14,402538,175999,21209,True,0,1,578537,69.58,0.2472,1,SWITCH_TO_DEBT
57924,48572,8,low,4,expert,4,0.44,231891,450717,17492,True,10,2,682608,33.97,0.302,12,REDUCE_SIP
58787,5592,9,high,5,intermediate,5,0.24,6176,83875,0,False,11,5,90051,6.86,0.0,16,BUY
40449,15207,10,high,1,intermediate,9,0.35,467184,118798,23318,True,13,8,585982,79.73,0.5765,21,INCREASE_SIP
69112,31622,12,low,1,expert,9,0.51,186457,214413,0,False,18,1,400870,46.51,0.0,19,START_SIP
91094,2497,8,medium,4,beginner,6,0.42,460909,376489,21944,True,7,7,837398,55.04,0.2409,14,STOP_SIP
91908,31235,9,low,1,intermediate,6,0.44,378773,50820,7195,True,5,11,429593,88.17,0.0783,16,REBALANCE
22643,18631,7,low,3,beginner,1,0.45,310655,470377,0,False,19,3,781032,39.77,0.0,22,EMERGENCY_FUND_BUILD
46926,25914,13,low,5,expert,4,0.29,195130,25591,0,False,0,13,220721,88.41,0.0,13,REBALANCE
72492,11295,13,medium,3,expert,2,0.6,481985,348702,0,False,17,5,830687,58.02,0.0,22,EMERGENCY_FUND_BUILD
33317,43261,4,high,4,beginner,9,0.14,373774,413084,16746,True,16,8,786858,47.5,0.5026,24,REDUCE_SIP
69262,44298,7,low,0,intermediate,8,0.27,228959,190169,0,False,5,9,419128,54.63,0.0,14,START_SIP
93495,33280,4,high,4,intermediate,2,0.13,70237,56972,22946,True,20,7,127209,55.21,0.2454,27,EMERGENCY_FUND_BUILD
97169,47367,4,high,4,beginner,9,0.5,255691,338303,1131,True,8,12,593994,43.05,0.0116,20,CONTINUE_SIP
27464,45339,7,high,0,intermediate,11,0.13,226030,17705,0,False,0,8,243735,92.74,0.0,8,REBALANCE
49553,25104,1,low,2,intermediate,11,0.49,481868,203404,18604,True,5,8,685272,70.32,0.3754,13,SELL
29528,15622,4,high,5,beginner,6,0.0,73405,36900,0,False,15,13,110305,66.55,0.0,28,HOLD
67027,21191,4,high,5,beginner,9,0.3,256881,400481,0,False,13,5,657362,39.08,0.0,18,HOLD
62875,31968,12,high,4,intermediate,5,0.18,429493,136792,22839,True,9,0,566285,75.84,0.3632,9,REDUCE_SIP
94570,25016,5,high,5,intermediate,12,0.43,47175,161564,0,False,12,0,208739,22.6,0.0,12,BUY
22889,29095,9,high,4,beginner,11,0.33,461917,225935,14523,True,11,9,687852,67.15,0.6345,20,REDUCE_SIP
85308,20556,12,low,1,intermediate,4,0.1,307917,321414,7284,True,6,1,629331,48.93,0.0854,7,INCREASE_SIP
93748,2059,15,medium,5,intermediate,8,0.46,77763,237333,0,False,16,1,315096,24.68,0.0,17,HOLD
77944,4078,6,high,1,beginner,3,0.03,46499,329124,0,False,20,14,375623,12.38,0.0,34,BUY
81888,43313,11,medium,1,intermediate,11,0.52,439660,151236,0,False,4,14,590896,74.41,0.0,18,START_SIP
43453,4285,2,low,1,beginner,11,0.39,478496,147801,0,False,8,2,626297,76.4,0.0,10,SWITCH_TO_DEBT
49999,42944,7,medium,2,expert,1,0.42,499694,204369,0,False,1,9,704063,70.97,0.0,10,EMERGENCY_FUND_BUILD
86130,47256,11,high,0,intermediate,0,0.04,291365,483072,0,False,0,13,774437,37.62,0.0,13,EMERGENCY_FUND_BUILD
75008,46283,10,low,4,intermediate,4,0.38,226745,46178,8538,True,2,8,272923,83.08,0.1138,10,REBALANCE
90219,26243,6,medium,1,expert,1,0.3,19966,249723,0,False,2,7,269689,7.4,0.0,9,EMERGENCY_FUND_BUILD
77784,2723,12,medium,3,expert,7,0.35,516,241549,8663,True,7,8,242065,0.21,0.1114,15,STOP_SIP
37230,6642,8,high,0,intermediate,9,0.17,257078,453540,0,False,5,14,710618,36.18,0.0,19,SWITCH_TO_EQUITY
64413,7217,1,medium,0,beginner,5,0.21,451231,85519,0,False,18,12,536750,84.07,0.0,30,SELL
45939,45176,3,low,4,intermediate,4,0.11,155446,371996,0,False,2,0,527442,29.47,0.0,2,DIVERSIFY_PORTFOLIO
29643,35133,4,high,5,expert,8,0.57,346619,348937,0,False,14,5,695556,49.83,0.0,19,HOLD
47598,6814,3,low,4,beginner,5,0.59,288727,79423,0,False,10,8,368150,78.43,0.0,18,SWITCH_TO_DEBT
97332,8564,8,low,1,expert,4,0.6,217451,232974,0,False,0,0,450425,48.28,0.0,0,DIVERSIFY_PORTFOLIO
37322,7383,11,medium,0,beginner,9,0.51,71035,217581,0,False,14,2,288616,24.61,0.0,16,HOLD
69395,2819,1,low,2,expert,5,0.15,187083,467468,0,False,14,15,654551,28.58,0.0,29,SELL
27273,3196,7,high,5,expert,9,0.58,208052,210961,0,False,0,2,419013,49.65,0.0,2,DIVERSIFY_PORTFOLIO
42787,7493,15,high,2,intermediate,9,0.58,123255,225206,0,False,3,4,348461,35.37,0.0,7,SWITCH_TO_EQUITY
29047,6302,1,high,4,expert,7,0.46,263558,297126,2850,True,4,10,560684,47.01,0.0981,14,SELL
79993,47224,7,high,0,beginner,8,0.16,298771,88633,0,False,5,3,387404,77.12,0.0,8,START_SIP
43652,47886,3,high,5,beginner,9,0.15,115236,309568,0,False,6,0,424804,27.13,0.0,6,BUY
34026,9288,4,high,3,beginner,10,0.08,124967,203521,0,False,0,0,328488,38.04,0.0,0,DIVERSIFY_PORTFOLIO
74639,33912,3,low,0,beginner,11,0.59,243509,122943,0,False,10,14,366452,66.45,0.0,24,SWITCH_TO_DEBT
38631,9231,2,high,0,expert,9,0.02,94976,246125,0,False,19,2,341101,27.84,0.0,21,BUY
56523,40226,1,medium,0,expert,3,0.41,146195,51155,14746,True,19,1,197350,74.08,0.2609,20,SELL
30976,5247,9,high,1,beginner,5,0.05,301382,200597,1389,True,4,7,501979,60.04,0.0448,11,CONTINUE_SIP
35689,47462,1,medium,0,beginner,7,0.53,28156,364053,19053,True,0,2,392209,7.18,0.5339,2,SELL
71259,49553,4,medium,2,expert,12,0.07,145167,234375,17812,True,20,7,379542,38.25,0.25,27,CONTINUE_SIP
71798,49084,4,high,1,beginner,12,0.52,279304,429458,6725,True,5,10,708762,39.41,0.0937,15,CONTINUE_SIP
20660,17527,3,high,4,intermediate,8,0.03,395227,395506,0,False,13,13,790733,49.98,0.0,26,HOLD
32857,15844,2,low,2,intermediate,5,0.31,371529,349700,0,False,1,15,721229,51.51,0.0,16,SWITCH_TO_DEBT
66707,25882,5,low,5,expert,10,0.6,97020,225935,8025,True,16,4,322955,30.04,0.1203,20,CONTINUE_SIP
68632,45944,11,medium,1,intermediate,9,0.51,485094,360334,0,False,11,12,845428,57.38,0.0,23,START_SIP
51897,42831,7,low,1,expert,8,0.33,403583,372964,23431,True,8,0,776547,51.97,0.4515,8,INCREASE_SIP
37352,43882,13,high,4,expert,0,0.6,490257,217114,16169,True,5,3,707371,69.31,0.4329,8,EMERGENCY_FUND_BUILD
37230,6642,8,high,0,intermediate,9,0.17,257078,453540,0,False,5,14,710618,36.18,0.0,19,SWITCH_TO_EQUITY
94362,40257,13,medium,1,intermediate,3,0.18,291209,28712,5250,True,14,6,319921,91.03,0.0556,20,REBALANCE
55340,19275,9,medium,2,expert,4,0.58,330816,379037,3587,True,4,3,709853,46.6,0.0648,7,INCREASE_SIP
55200,47698,1,high,2,beginner,10,0.41,359537,180247,0,False,18,2,539784,66.61,0.0,20,SELL
28738,5447,11,high,2,beginner,9,0.41,235295,357239,0,False,1,0,592534,39.71,0.0,1,SWITCH_TO_EQUITY
48948,33008,1,medium,0,intermediate,6,0.34,48280,162620,21917,True,0,10,210900,22.89,0.4478,10,SELL
72662,11980,10,medium,5,beginner,10,0.32,78291,133284,0,False,9,6,211575,37.0,0.0,15,START_SIP
44099,9195,13,high,2,intermediate,9,0.28,70716,447766,0,False,19,14,518482,13.64,0.0,33,BUY
77804,2601,13,medium,0,intermediate,12,0.18,405599,386565,0,False,0,0,792164,51.2,0.0,0,DIVERSIFY_PORTFOLIO
41988,33404,5,high,2,beginner,11,0.23,242964,322487,0,False,10,4,565451,42.97,0.0,14,HOLD
61970,7742,11,high,0,intermediate,9,0.09,127969,364670,11058,True,7,1,492639,25.98,0.1784,8,CONTINUE_SIP
59876,47318,14,medium,0,intermediate,2,0.25,458005,79822,0,False,13,9,537827,85.16,0.0,22,REBALANCE
84471,3067,1,medium,5,expert,6,0.32,84926,402872,0,False,1,4,487798,17.41,0.0,5,SELL
86732,21146,4,high,3,intermediate,4,0.39,268481,97503,6578,True,18,2,365984,73.36,0.0758,20,CONTINUE_SIP
46173,8486,11,low,0,expert,7,0.38,150203,74250,0,False,10,15,224453,66.92,0.0,25,HOLD
24458,12116,12,medium,1,expert,9,0.2,261484,6726,0,False,5,12,268210,97.49,0.0,17,REBALANCE
43196,29541,15,medium,4,expert,6,0.01,390221,170844,11144,True,15,5,561065,69.55,0.258,20,INCREASE_SIP
82457,2900,13,high,5,beginner,10,0.32,357360,454071,7713,True,20,2,811431,44.04,0.0935,22,STOP_SIP
50977,17925,5,high,1,intermediate,7,0.21,3867,82624,0,False,19,5,86491,4.47,0.0,24,BUY
